Taxpayer_ID,Business_Type,Region,Years_in_Business,Employee_Count,Annual_Revenue,Annual_Expenses,Net_Profit,Taxable_Income,Expected_Tax,Declared_Tax,VAT_Collected,VAT_Paid,Previous_Audits,Previous_Violations,Late_Payments,Industry_Risk,Cash_Transactions_Percentage,Missing_Documents,Invoice_Mismatch,Expense_Ratio,Profit_Margin,Revenue_per_Employee,Tax_Gap,Fraud
107892,Restaurant,Alex,11,18,1710832.32,1058552.79,652279.53,576410.84,129692.44,128501.35,239516.52,148197.39,1,0,0,Medium,57.92,0,0,0.619,0.381,95046.24,1191.09,0
107893,IT,Dakahlia,11,14,1241410.44,835986.46,405423.98,370691.24,83405.53,82445.43,173797.46,117038.1,1,0,0,Low,59.34,0,0,0.673,0.327,88672.17,960.1,0
107894,IT,Cairo,15,7,1739114.16,1185888.36,553225.79,497290.83,111890.44,107428.32,243475.98,166024.37,0,0,2,Low,28.54,0,1,0.682,0.318,248444.88,4462.12,0
107895,Restaurant,Alex,12,3,1290553.48,524011.29,766542.19,734237.49,165203.44,158385.94,180677.49,73361.58,2,0,0,Medium,40.45,1,0,0.406,0.594,430184.49,6817.5,0
107896,Healthcare,Alex,18,46,6521662.7,3799419.94,2722242.76,2645584.75,595256.57,554767.51,913032.78,531918.79,2,0,0,Low,36.32,2,0,0.583,0.417,141775.28,40489.06,1
107897,Import/Export,Giza,6,7,1901557.48,1675608.34,225949.14,208615.81,46938.56,40741.74,266218.05,234585.17,2,0,2,High,74.86,1,0,0.881,0.119,271651.07,6196.82,1
107898,Manufacturing,Cairo,18,13,1228963.81,680461.45,548502.36,489101.5,110047.84,109899.02,172054.93,95264.6,0,1,1,Medium,70.21,1,0,0.554,0.446,94535.68,148.82,0
107899,Import/Export,Sohag,11,13,429194.88,235188.72,194006.16,168775.35,37974.45,37688.25,60087.28,32926.42,1,0,1,High,57.34,1,0,0.548,0.452,33014.99,286.2,0
107900,Import/Export,Assiut,20,12,211111.98,77991.62,133120.36,129144.58,29057.53,27377.64,29555.68,10918.83,0,1,0,High,14.19,1,0,0.369,0.631,17592.67,1679.89,0
107901,Education,Dakahlia,9,4,821725.15,681924.91,139800.24,126746.37,28517.93,27463.66,115041.52,95469.49,0,0,0,Low,51.49,0,0,0.83,0.17,205431.29,1054.27,0
107902,Pharmacy,Sohag,13,13,769519.36,311626.64,457892.72,445491.81,100235.66,93472.11,107732.71,43627.73,1,0,1,Low,78.11,0,0,0.405,0.595,59193.8,6763.55,0
107903,IT,Dakahlia,16,6,2066484.63,1722642.42,343842.21,334420.59,75244.63,71966.48,289307.85,241169.94,0,0,2,Low,66.27,1,0,0.834,0.166,344414.11,3278.15,0
107904,Restaurant,Alex,7,4,661957.26,602252.71,59704.55,52196.38,11744.19,11316.74,92674.02,84315.38,0,0,1,Medium,60.88,0,0,0.91,0.09,165489.32,427.45,0
107905,Manufacturing,Alex,6,3,462747.92,257133.76,205614.16,181748.96,40893.52,40720.38,64784.71,35998.73,2,1,2,Medium,39.6,0,0,0.556,0.444,154249.31,173.13,0
107906,Pharmacy,Assiut,8,13,2285300.16,1821665.57,463634.58,397493.38,89436.01,76883.39,319942.02,255033.18,0,1,0,Low,39.39,0,0,0.797,0.203,175792.32,12552.62,1
107907,IT,Alex,9,19,601860.72,505228.17,96632.54,95456.22,21477.65,20762.41,84260.5,70731.94,0,1,0,Low,60.81,0,0,0.839,0.161,31676.88,715.24,0
107908,Education,Sharqia,11,12,1377790.54,546675.17,831115.37,710106.69,159774.0,156428.02,192890.68,76534.52,1,0,2,Low,31.53,1,0,0.397,0.603,114815.88,3345.98,0
107909,Restaurant,Assiut,4,10,5811449.68,2306606.85,3504842.83,3497184.21,786866.45,775148.81,813602.95,322924.96,1,0,3,Medium,14.38,0,0,0.397,0.603,581144.97,11717.64,0
107910,Manufacturing,Cairo,13,16,1542018.93,1151287.18,390731.75,362033.73,81457.59,80633.29,215882.65,161180.2,0,1,2,Medium,36.72,0,0,0.747,0.253,96376.18,824.3,0
107911,Healthcare,Assiut,6,34,1414126.71,855161.75,558964.96,529473.57,119131.55,117892.68,197977.74,119722.64,0,0,2,Low,14.05,2,0,0.605,0.395,41591.96,1238.88,0
107912,Import/Export,Monufia,6,5,3752586.77,2823134.27,929452.5,921721.89,207387.42,207387.42,525362.15,395238.8,0,0,1,High,20.64,0,0,0.752,0.248,750517.35,0.0,0
107913,IT,Cairo,13,13,350664.3,312389.81,38274.49,35206.01,7921.35,7786.65,49093.0,43734.57,1,0,1,Low,27.87,0,0,0.891,0.109,26974.18,134.7,0
107914,Import/Export,Sohag,3,9,1329691.05,1202227.38,127463.67,113877.68,25622.48,25506.07,186156.75,168311.83,0,0,0,High,15.69,0,0,0.904,0.096,147743.45,116.41,0
107915,IT,Cairo,2,8,1254868.99,845813.04,409055.95,380282.8,85563.63,84543.92,175681.66,118413.83,1,1,2,Low,54.81,1,0,0.674,0.326,156858.62,1019.71,0
107916,Construction,Sohag,6,16,1129850.22,820455.72,309394.5,282840.68,63639.15,63038.58,158179.03,114863.8,1,0,2,High,12.6,1,0,0.726,0.274,70615.64,600.57,0
107917,Manufacturing,Assiut,4,13,1318003.43,1177460.75,140542.68,139790.8,31452.93,31265.54,184520.48,164844.51,1,0,1,Medium,68.83,0,1,0.893,0.107,101384.88,187.39,0
107918,Healthcare,Assiut,9,6,1539725.64,1346348.89,193376.75,188817.37,42483.91,41485.91,215561.59,188488.84,2,0,1,Low,15.2,0,0,0.874,0.126,256620.94,998.0,0
107919,Manufacturing,Assiut,0,42,1644231.61,1519960.43,124271.18,106854.16,24042.19,22810.25,230192.43,212794.46,2,1,0,Medium,4.24,0,0,0.924,0.076,39148.37,1231.94,0
107920,Restaurant,Cairo,8,5,884934.39,690437.79,194496.6,183090.15,41195.28,39677.5,123890.81,96661.29,0,0,1,Medium,33.37,0,0,0.78,0.22,176986.88,1517.78,0
107921,Pharmacy,Monufia,18,3,715623.21,639982.23,75640.98,68460.73,15403.66,14993.99,100187.25,89597.51,0,0,0,Low,48.65,0,0,0.894,0.106,238541.07,409.67,0
107922,Education,Monufia,10,15,2522817.71,1796976.1,725841.61,670301.73,150817.89,148334.86,353194.48,251576.65,1,0,1,Low,31.91,1,0,0.712,0.288,168187.85,2483.03,0
107923,Construction,Assiut,22,13,883788.98,451974.36,431814.62,376308.34,84669.38,83849.27,123730.46,63276.41,1,0,1,High,61.96,0,0,0.511,0.489,67983.77,820.11,0
107924,Construction,Giza,11,11,932176.79,688557.58,243619.21,217313.09,48895.45,47032.34,130504.75,96398.06,0,0,1,High,7.39,0,0,0.739,0.261,84743.34,1863.1,0
107925,Pharmacy,Sohag,4,7,731340.63,607976.1,123364.53,105949.74,23838.69,23337.18,102387.69,85116.65,1,0,0,Low,26.93,0,0,0.831,0.169,104477.23,501.51,0
107926,Manufacturing,Monufia,7,8,685467.86,332226.58,353241.28,312172.35,70238.78,66482.23,95965.5,46511.72,1,0,1,Medium,14.93,0,0,0.485,0.515,85683.48,3756.55,0
107927,Retail,Monufia,0,15,461792.2,291801.94,169990.27,158367.71,35632.73,35057.43,64650.91,40852.27,1,0,1,Medium,11.21,0,1,0.632,0.368,30786.15,575.3,0
107928,IT,Assiut,0,22,1080914.71,791728.81,289185.9,284570.19,64028.29,62372.43,151328.06,110842.03,1,0,2,Low,31.58,1,0,0.732,0.268,49132.49,1655.86,0
107929,Construction,Sharqia,0,22,3629396.6,1525299.65,2104096.95,1871995.59,421199.01,414380.72,508115.52,213541.95,1,0,0,High,35.84,1,0,0.42,0.58,164972.57,6818.29,0
107930,Restaurant,Sharqia,8,5,758317.91,583747.33,174570.58,152538.87,34321.25,32719.3,106164.51,81724.63,3,1,2,Medium,34.44,0,0,0.77,0.23,151663.58,1601.95,0
107931,IT,Sharqia,12,8,308029.34,265614.23,42415.11,41866.76,9420.02,9300.05,43124.11,37185.99,0,0,1,Low,30.02,0,0,0.862,0.138,38503.67,119.97,0
107932,Pharmacy,Assiut,0,2,1329010.03,816140.94,512869.09,451419.12,101569.3,96679.51,186061.4,114259.73,1,0,1,Low,26.96,0,0,0.614,0.386,664505.02,4889.79,0
107933,Retail,Alex,12,19,673016.48,355939.97,317076.52,277815.8,62508.56,61625.97,94222.31,49831.6,1,2,0,Medium,28.63,0,0,0.529,0.471,35421.92,882.59,0
107934,Construction,Cairo,0,11,1826383.2,909517.96,916865.23,859634.34,193417.73,176360.44,255693.65,127332.52,1,0,1,High,23.08,1,0,0.498,0.502,166034.84,17057.29,1
107935,Pharmacy,Alex,17,6,2179351.87,2035913.57,143438.3,139247.36,31330.66,30942.69,305109.26,285027.9,0,0,0,Low,42.13,0,0,0.934,0.066,363225.31,387.96,0
107936,Healthcare,Assiut,8,5,749186.89,665784.64,83402.26,81594.61,18358.79,15918.04,104886.17,93209.85,3,1,1,Low,48.91,0,0,0.889,0.111,149837.38,2440.74,1
107937,Construction,Assiut,0,7,1885837.62,1628555.53,257282.09,232988.18,52422.34,51964.02,264017.27,227997.77,1,0,2,High,31.86,0,0,0.864,0.136,269405.37,458.32,0
107938,Manufacturing,Sohag,11,10,843009.57,546284.14,296725.43,272959.36,61415.86,58091.98,118021.34,76479.78,0,1,0,Medium,67.1,1,0,0.648,0.352,84300.96,3323.88,0
107939,Retail,Cairo,8,6,839090.47,323828.28,515262.18,463458.45,104278.15,104165.12,117472.67,45335.96,3,0,0,Medium,31.63,1,0,0.386,0.614,139848.41,113.03,0
107940,IT,Dakahlia,1,17,6113751.63,3237424.95,2876326.68,2743730.16,617339.29,597824.22,855925.23,453239.49,1,0,1,Low,31.71,0,0,0.53,0.47,359632.45,19515.07,0
107941,IT,Assiut,11,19,447396.54,261942.25,185454.29,181597.65,40859.47,40234.79,62635.52,36671.91,1,0,0,Low,39.0,0,0,0.585,0.415,23547.19,624.68,0
107942,Restaurant,Sharqia,9,4,1397956.57,1046910.54,351046.03,335700.52,75532.62,74483.37,195713.92,146567.48,2,0,1,Medium,34.52,0,0,0.749,0.251,349489.14,1049.25,0
107943,Manufacturing,Dakahlia,11,3,4778820.5,2296852.69,2481967.81,2383990.34,536397.83,522478.53,669034.87,321559.38,2,0,0,Medium,13.58,1,0,0.481,0.519,1592940.17,13919.3,0
107944,Education,Sharqia,4,8,956083.11,648444.15,307638.96,298431.88,67147.17,60596.0,133851.63,90782.18,1,0,0,Low,71.43,1,0,0.678,0.322,119510.39,6551.17,1
107945,IT,Cairo,7,6,365630.48,192383.22,173247.26,170252.88,38306.9,38205.5,51188.27,26933.65,2,0,2,Low,33.64,0,0,0.526,0.474,60938.41,101.39,0
107946,Restaurant,Cairo,2,4,2321314.41,1284015.01,1037299.4,1023465.37,230279.71,223210.76,324984.02,179762.1,1,0,0,Medium,4.98,1,0,0.553,0.447,580328.6,7068.95,0
107947,Retail,Sohag,6,8,442118.36,376459.59,65658.77,60452.78,13601.88,13235.91,61896.57,52704.34,0,0,0,Medium,26.56,1,0,0.851,0.149,55264.8,365.97,0
107948,IT,Assiut,13,16,4407226.87,1567218.95,2840007.91,2594023.37,583655.26,583655.26,617011.76,219410.65,0,1,0,Low,44.42,0,0,0.356,0.644,275451.68,0.0,0
107949,Pharmacy,Giza,7,12,2903632.48,1929988.02,973644.46,836719.71,188261.93,180700.38,406508.55,270198.32,0,1,1,Low,27.63,0,0,0.665,0.335,241969.37,7561.55,0
107950,Manufacturing,Dakahlia,5,6,1319221.42,595491.13,723730.29,696515.79,156716.05,156042.56,184691.0,83368.76,0,0,0,Medium,16.41,1,0,0.451,0.549,219870.24,673.49,0
107951,Retail,Dakahlia,11,13,1457114.41,1006025.86,451088.55,394852.6,88841.84,84568.55,203996.02,140843.62,0,1,1,Medium,42.1,0,0,0.69,0.31,112085.72,4273.29,0
107952,Healthcare,Cairo,17,7,1090147.59,741570.17,348577.42,339242.81,76329.63,70899.87,152620.66,103819.82,0,0,2,Low,39.25,0,0,0.68,0.32,155735.37,5429.76,0
107953,Import/Export,Assiut,4,13,1099977.92,689440.98,410536.93,378929.71,85259.19,84963.78,153996.91,96521.74,2,0,0,High,19.92,2,0,0.627,0.373,84613.69,295.4,1
107954,Restaurant,Cairo,9,6,1885832.4,1287655.93,598176.48,524478.88,118007.75,115816.97,264016.54,180271.83,1,0,2,Medium,72.63,0,0,0.683,0.317,314305.4,2190.78,0
107955,Unknown,Unknown,0,4,400383.08,302083.03,98300.05,85637.98,19268.55,18946.63,56053.63,42291.62,2,0,2,High,38.52,2,0,0.754,0.246,100095.77,321.91,1
107956,IT,Dakahlia,12,6,1327535.68,666308.79,661226.89,622375.35,140034.45,139264.91,185854.99,93283.23,1,0,2,Low,55.53,0,0,0.502,0.498,221255.95,769.55,0
107957,Construction,Cairo,0,12,1387058.11,881443.04,505615.07,433909.8,97629.7,93986.85,194188.14,123402.03,2,0,0,High,49.41,1,1,0.635,0.365,115588.18,3642.86,0
107958,Manufacturing,Dakahlia,7,10,547071.3,422993.67,124077.63,111054.6,24987.29,24721.02,76589.98,59219.11,2,0,1,Medium,47.98,0,0,0.773,0.227,54707.13,266.26,0
107959,Education,Cairo,5,8,10312381.33,8896806.17,1415575.15,1290581.63,290380.87,246591.91,1443733.39,1245552.86,0,1,1,Low,29.58,0,0,0.863,0.137,1289047.67,43788.96,1
107960,Manufacturing,Monufia,0,11,3595345.4,3393845.27,201500.13,190975.4,42969.47,42735.52,503348.36,475138.34,0,1,1,Medium,10.33,0,0,0.944,0.056,326849.58,233.94,0
107961,Restaurant,Dakahlia,14,11,3093440.67,2669286.94,424153.73,378323.2,85122.72,83950.51,433081.69,373700.17,0,0,2,Medium,44.2,0,0,0.863,0.137,281221.88,1172.21,0
107962,Education,Giza,6,9,2849606.37,2690666.01,158940.37,138698.14,31207.08,30929.89,398944.89,376693.24,0,1,0,Low,37.23,0,0,0.944,0.056,316622.93,277.19,0
107963,Education,Sharqia,4,19,2180235.48,1010157.36,1170078.13,1102601.3,248085.29,241371.45,305232.97,141422.03,2,0,2,Low,28.42,2,0,0.463,0.537,114749.24,6713.84,0
107964,Construction,Alex,5,16,1422320.83,1321334.51,100986.32,98210.06,22097.26,21917.77,199124.92,184986.83,2,1,2,High,49.45,0,0,0.929,0.071,88895.05,179.49,0
107965,Construction,Giza,6,9,3123911.96,1179273.95,1944638.01,1936768.9,435773.0,417994.28,437347.67,165098.35,1,0,3,High,41.74,0,0,0.377,0.623,347101.33,17778.72,0
107966,Healthcare,Sharqia,3,9,1812848.89,1171779.54,641069.36,630007.36,141751.66,138990.1,253798.84,164049.13,2,0,1,Low,36.63,0,0,0.646,0.354,201427.65,2761.55,0
107967,Healthcare,Sohag,5,6,818622.06,694908.13,123713.93,112016.39,25203.69,19842.97,114607.09,97287.14,0,0,2,Low,8.22,1,0,0.849,0.151,136437.01,5360.72,1
107968,Education,Dakahlia,10,14,1150442.02,825808.67,324633.35,280242.58,63054.58,61188.65,161061.88,115613.21,2,1,1,Low,34.85,0,0,0.718,0.282,82174.43,1865.93,0
107969,Education,Sharqia,16,22,1818501.06,779900.69,1038600.37,944173.44,212439.02,205895.53,254590.15,109186.1,1,1,1,Low,50.67,1,0,0.429,0.571,82659.14,6543.49,0
107970,IT,Giza,5,10,997723.06,553701.56,444021.5,438724.69,98713.06,93104.65,139681.23,77518.22,1,0,0,Low,25.57,1,0,0.555,0.445,99772.31,5608.4,0
107971,Education,Sohag,6,9,1505844.05,1330316.27,175527.78,154884.74,34849.07,34732.05,210818.17,186244.28,0,1,0,Low,38.37,0,0,0.883,0.117,167316.01,117.02,0
107972,Construction,Sharqia,7,9,431327.66,271083.8,160243.86,158398.27,35639.61,34694.35,60385.87,37951.73,0,0,1,High,24.82,0,0,0.628,0.372,47925.3,945.26,0
107973,Construction,Sohag,10,6,696929.35,351779.51,345149.84,339940.84,76486.69,74929.37,97570.11,49249.13,1,0,1,High,21.75,0,0,0.505,0.495,116154.89,1557.31,0
107974,IT,Dakahlia,1,4,397122.92,198009.54,199113.38,175390.96,39462.97,39462.97,55597.21,27721.34,0,0,1,Low,35.61,1,0,0.499,0.501,99280.73,0.0,0
107975,Healthcare,Sharqia,0,14,774836.1,275723.04,499113.06,469429.4,105621.61,104348.66,108477.05,38601.23,0,0,0,Low,20.06,2,0,0.356,0.644,55345.44,1272.96,0
107976,Construction,Cairo,9,6,4170742.68,2374504.38,1796238.3,1689744.54,380192.52,363478.02,583903.97,332430.61,0,0,2,High,57.57,1,0,0.569,0.431,695123.78,16714.5,0
107977,Retail,Sharqia,0,13,1006721.48,694066.64,312654.84,305168.81,68662.98,66738.61,140941.01,97169.33,1,0,3,Medium,28.36,0,0,0.689,0.311,77440.11,1924.37,0
107978,Healthcare,Sharqia,8,9,4915890.52,4171130.16,744760.36,653792.69,147103.35,141273.58,688224.67,583958.22,2,1,2,Low,49.04,0,0,0.848,0.152,546210.06,5829.78,0
107979,Import/Export,Giza,5,29,1572800.59,785401.5,787399.09,670052.06,150761.71,135098.92,220192.08,109956.21,1,1,1,High,23.52,0,0,0.499,0.501,54234.5,15662.8,1
107980,Import/Export,Alex,8,14,1812724.29,1278269.43,534454.86,523708.11,117834.33,116747.08,253781.4,178957.72,0,0,0,High,19.92,0,0,0.705,0.295,129480.31,1087.25,0
107981,Pharmacy,Dakahlia,12,6,903975.97,603871.49,300104.48,276453.42,62202.02,61883.89,126556.64,84542.01,1,0,0,Low,57.86,2,0,0.668,0.332,150662.66,318.13,0
107982,Pharmacy,Sohag,12,12,906446.14,823539.12,82907.02,77907.27,17529.14,17191.63,126902.46,115295.48,0,1,1,Low,74.1,0,0,0.909,0.091,75537.18,337.5,0
107983,Pharmacy,Cairo,14,5,2825580.37,1813945.86,1011634.52,1002469.78,225555.7,210275.27,395581.25,253952.42,0,0,0,Low,55.42,0,0,0.642,0.358,565116.07,15280.43,0
107984,Education,Sohag,0,7,1051556.14,478074.09,573482.05,568552.75,127924.37,125369.52,147217.86,66930.37,0,0,1,Low,10.52,0,1,0.455,0.545,150222.31,2554.85,0
107985,Restaurant,Dakahlia,11,6,2300494.3,1803923.05,496571.24,474606.18,106786.39,103002.65,322069.2,252549.23,1,1,0,Medium,39.98,1,0,0.784,0.216,383415.72,3783.74,0
107986,Construction,Assiut,6,7,914437.04,638703.7,275733.34,253945.14,57137.66,56388.54,128021.18,89418.52,1,0,0,High,11.68,0,0,0.698,0.302,130633.86,749.12,0
107987,Construction,Assiut,7,30,1065237.97,528873.28,536364.68,520812.24,117182.75,112260.57,149133.32,74042.26,0,0,1,High,22.82,1,0,0.496,0.504,35507.93,4922.18,0
107988,IT,Monufia,5,3,1496634.83,1160815.55,335819.28,294531.7,66269.63,64209.18,209528.88,162514.18,1,0,2,Low,62.03,1,0,0.776,0.224,498878.28,2060.45,0
107989,IT,Monufia,11,20,589408.58,407168.98,182239.6,167167.57,37612.7,37350.14,82517.2,57003.66,1,0,1,Low,76.83,0,0,0.691,0.309,29470.43,262.57,0
107990,Retail,Cairo,1,7,1840367.45,1633404.82,206962.62,188154.73,42334.81,41107.6,257651.44,228676.68,1,0,1,Medium,53.96,2,0,0.888,0.112,262909.64,1227.21,0
107991,Pharmacy,Sharqia,15,6,2677133.92,978090.02,1699043.9,1646008.9,370352.0,359337.0,374798.75,136932.6,0,1,1,Low,78.04,1,0,0.365,0.635,446188.99,11015.0,0
107992,Healthcare,Sohag,10,8,264717.1,99586.95,165130.15,152087.69,34219.73,34129.35,37060.39,13942.17,0,0,0,Low,36.48,0,0,0.376,0.624,33089.64,90.38,0
107993,Construction,Dakahlia,13,2,400449.63,172945.6,227504.02,221119.5,49751.89,48171.51,56062.95,24212.38,0,1,0,High,25.55,1,0,0.432,0.568,200224.81,1580.38,0
107994,Pharmacy,Monufia,1,8,1025267.21,562533.23,462733.98,460889.51,103700.14,101185.74,143537.41,78754.65,0,1,2,Low,36.59,0,1,0.549,0.451,128158.4,2514.4,0
107995,Construction,Sharqia,11,4,388625.26,276911.03,111714.23,99871.31,22471.04,21864.64,54407.54,38767.54,0,0,0,High,57.01,3,0,0.713,0.287,97156.31,606.41,0
107996,Construction,Alex,7,18,5809834.79,4348397.21,1461437.58,1380059.9,310513.48,309173.22,813376.87,608775.61,0,1,0,High,76.93,0,1,0.748,0.252,322768.6,1340.26,1
107997,Restaurant,Sharqia,7,9,408940.42,143825.49,265114.94,257726.01,57988.35,57289.72,57251.66,20135.57,1,0,2,Medium,62.07,0,0,0.352,0.648,45437.82,698.63,0
107998,Restaurant,Assiut,11,10,419291.8,265344.46,153947.34,135921.35,30582.3,29841.2,58700.85,37148.22,0,0,0,Medium,46.76,1,0,0.633,0.367,41929.18,741.1,0
107999,Restaurant,Giza,2,20,1268425.67,1127691.5,140734.17,136960.88,30816.2,30560.75,177579.59,157876.81,2,0,0,Medium,34.25,1,0,0.889,0.111,63421.28,255.44,0
108000,Retail,Assiut,0,4,847609.56,489109.9,358499.67,337955.95,76040.09,74314.21,118665.34,68475.39,1,0,1,Medium,72.5,0,0,0.577,0.423,211902.39,1725.88,0
108001,Manufacturing,Dakahlia,8,10,1089979.89,603836.83,486143.05,470943.19,105962.22,105962.22,152597.18,84537.16,2,0,2,Medium,16.38,0,0,0.554,0.446,108997.99,0.0,0
108002,IT,Cairo,15,18,349291.47,224930.5,124360.97,121062.74,27239.12,26631.4,48900.81,31490.27,1,0,2,Low,27.84,0,0,0.644,0.356,19405.08,607.72,0
108003,Manufacturing,Alex,2,5,2973190.25,2216185.31,757004.95,694024.84,156155.59,154068.43,416246.64,310265.94,1,1,0,Medium,49.92,0,0,0.745,0.255,594638.05,2087.16,0
108004,Import/Export,Monufia,0,37,865378.71,817879.47,47499.24,46950.04,10563.76,10425.57,121153.02,114503.13,0,0,0,High,46.1,1,0,0.945,0.055,23388.61,138.19,0
108005,Manufacturing,Alex,18,14,804265.97,688402.63,115863.34,106155.81,23885.06,23845.37,112597.24,96376.37,3,0,0,Medium,70.98,2,0,0.856,0.144,57447.57,39.69,0
108006,Retail,Sohag,9,14,4433997.75,2845119.35,1588878.4,1382805.33,311131.2,306952.67,620759.68,398316.71,0,0,0,Medium,52.42,0,0,0.642,0.358,316714.12,4178.53,0
108007,Restaurant,Cairo,4,6,928810.82,811715.84,117094.98,115087.51,25894.69,25248.8,130033.51,113640.22,2,0,0,Medium,44.92,0,0,0.874,0.126,154801.8,645.89,0
108008,Import/Export,Giza,10,12,1268610.49,778809.67,489800.81,441228.03,99276.31,99153.8,177605.47,109033.35,2,1,1,High,49.85,2,0,0.614,0.386,105717.54,122.51,0
108009,Retail,Assiut,11,7,851366.93,648695.88,202671.05,189137.1,42555.85,42271.46,119191.37,90817.42,3,0,0,Medium,35.04,0,0,0.762,0.238,121623.85,284.39,0
108010,Import/Export,Sohag,10,3,2915066.03,1987226.72,927839.32,827070.17,186090.79,181643.32,408109.24,278211.74,2,0,3,High,50.63,0,0,0.682,0.318,971688.68,4447.47,0
108011,Construction,Sharqia,11,13,409310.8,150686.16,258624.65,237952.74,53539.37,53386.5,57303.51,21096.06,1,0,1,High,47.59,0,0,0.368,0.632,31485.45,152.87,0
108012,IT,Alex,10,21,1031660.64,460381.34,571279.3,510789.63,114927.67,112155.88,144432.49,64453.39,0,0,0,Low,29.5,0,0,0.446,0.554,49126.7,2771.79,0
108013,IT,Sharqia,9,3,1941831.42,1524757.06,417074.36,359813.03,80957.93,74766.88,271856.4,213465.99,0,1,2,Low,43.68,1,0,0.785,0.215,647277.14,6191.05,1
108014,Construction,Dakahlia,6,16,2376669.13,995672.94,1380996.19,1246439.64,280448.92,272060.21,332733.68,139394.21,0,0,0,High,16.05,0,0,0.419,0.581,148541.82,8388.71,0
108015,Manufacturing,Cairo,12,16,1033317.9,543802.85,489515.05,477579.31,107455.35,105368.81,144664.51,76132.4,2,0,3,Medium,44.62,2,0,0.526,0.474,64582.37,2086.53,0
108016,Education,Monufia,13,13,736500.7,289477.26,447023.44,403193.98,90718.65,89058.07,103110.1,40526.82,1,0,0,Low,33.9,1,0,0.393,0.607,56653.9,1660.57,0
108017,IT,Giza,4,9,1045360.78,889618.06,155742.72,150064.43,33764.5,33539.03,146350.51,124546.53,0,0,2,Low,53.39,0,0,0.851,0.149,116151.2,225.46,0
108018,Retail,Alex,0,6,971552.86,592930.26,378622.6,357910.88,80529.95,78710.81,136017.4,83010.24,0,1,1,Medium,46.47,0,0,0.61,0.39,161925.48,1819.14,0
108019,Restaurant,Sharqia,8,7,1264221.79,465386.32,798835.47,761907.83,171429.26,165664.49,176991.05,65154.08,0,0,2,Medium,49.94,2,0,0.368,0.632,180603.11,5764.77,0
108020,IT,Dakahlia,18,10,483837.59,409625.71,74211.88,65815.06,14808.39,12963.18,67737.26,57347.6,0,1,1,Low,97.0,0,0,0.847,0.153,48383.76,1845.21,1
108021,Education,Dakahlia,5,6,1698590.54,1438139.51,260451.02,245022.86,55130.14,52587.08,237802.67,201339.53,1,0,1,Low,21.87,2,0,0.847,0.153,283098.42,2543.06,0
108022,Construction,Dakahlia,7,10,1595275.39,784024.23,811251.16,776331.03,174674.48,160836.57,223338.55,109763.39,3,0,0,High,70.22,1,0,0.491,0.509,159527.54,13837.91,1
108023,Construction,Dakahlia,12,15,341951.15,143393.82,198557.33,183517.45,41291.43,39606.42,47873.16,20075.13,0,0,2,High,53.51,0,0,0.419,0.581,22796.74,1685.0,0
108024,Healthcare,Sharqia,2,16,5688363.11,3611738.76,2076624.35,1829764.42,411696.99,391266.69,796370.84,505643.43,0,1,0,Low,36.74,1,0,0.635,0.365,355522.69,20430.3,0
108025,Pharmacy,Dakahlia,9,6,775044.14,355160.98,419883.16,405007.27,91126.64,91126.64,108506.18,49722.54,0,1,0,Low,54.82,0,0,0.458,0.542,129174.02,0.0,1
108026,Healthcare,Assiut,18,8,923504.61,777897.36,145607.25,143524.9,32293.1,31168.08,129290.65,108905.63,1,1,2,Low,5.92,0,0,0.842,0.158,115438.08,1125.02,1
108027,Pharmacy,Sohag,10,19,2199428.53,971434.03,1227994.5,1081912.33,243430.27,241016.37,307919.99,136000.76,1,0,0,Low,33.55,0,0,0.442,0.558,115759.4,2413.9,0
108028,Pharmacy,Sharqia,8,4,325519.09,125352.8,200166.29,191581.56,43105.85,41574.63,45572.67,17549.39,0,1,0,Low,61.3,0,0,0.385,0.615,81379.77,1531.22,0
108029,Retail,Dakahlia,12,5,937350.31,592981.68,344368.62,340979.44,76720.37,74407.88,131229.04,83017.44,0,1,1,Medium,64.14,0,0,0.633,0.367,187470.06,2312.49,0
108030,Retail,Alex,10,24,3371350.28,2872758.31,498591.97,496634.43,111742.75,109976.2,471989.04,402186.16,0,0,1,Medium,12.74,1,0,0.852,0.148,140472.93,1766.55,0
108031,Retail,Cairo,11,6,811069.51,512765.16,298304.35,279942.53,62987.07,60875.79,113549.73,71787.12,1,0,1,Medium,48.39,0,0,0.632,0.368,135178.25,2111.28,0
108032,Healthcare,Monufia,14,10,624313.74,248871.21,375442.53,321556.83,72350.29,71906.31,87403.92,34841.97,0,0,0,Low,82.84,1,1,0.399,0.601,62431.37,443.98,0
108033,IT,Monufia,9,11,2086723.86,955672.74,1131051.12,1044460.8,235003.68,225467.02,292141.34,133794.18,1,0,0,Low,60.33,1,0,0.458,0.542,189702.17,9536.66,0
108034,Unknown,Unknown,5,4,1870956.65,1525990.61,344966.04,335772.93,75548.91,70610.47,261933.93,213638.69,1,1,0,Low,38.52,0,0,0.816,0.184,467739.16,4938.44,1
108035,Healthcare,Monufia,11,12,804568.71,545048.93,259519.78,235945.42,53087.72,51243.95,112639.62,76306.85,0,0,2,Low,40.13,0,0,0.677,0.323,67047.39,1843.77,0
